event_id,publication_date
8650a614642dcd0ae9b8ca952f6e5f6fcaa4007b,2017-05-30
18a448d6c6ac771e005378fc25bda7d6ab4ba779,2017-05-31
2d2335eca053437ce11f007ecc2df82fb3d4cb8a,2017-05-31
9f4bee1519a9c54e98ebc0d2d1c6e885c1db58a8,2017-06-01
47e01f1057f234034a344cd2d740d36531c0c774,2017-06-02
4ba2281e8554ed7e43a4a3384fb77e1fde097338,2017-06-02
d583440a0cb1501970d6ce1b651ccdac76906a09,2017-06-02
4a388b93da2d40e915a0275a8fa12f9c500e52e8,2017-06-02
d706f1f4b6d6ed190fa4e15f83d4f0a1588de336,2017-06-12
813f4f3721c2df2e5daba4059d0bee196250671c,2017-06-15
8762ed50b8b53bf7e1cf8da50a04a744b8f46ff6,2017-06-19
9c58eda75d2c244b291a194d6662bc02bfb30321,2017-06-20
ed369cd29220959ca04a6048dc9d63c3bae63c6a,2017-06-23
6fa84f619bbe205debe9ceee251d03993516e10c,2017-06-23
2ef81998fd6e5174c632db9ff5dacde9d553f4da,2017-06-26
8c047243e1e0f4d28a6a03451c94bd1db9989c10,2017-06-28
f0f4ecde9f1091b50e1a86ddd8ec11bc4e875444,2017-06-28
476b5f825c9ff423f3e120208c05f43b7051f0a5,2017-06-29
8a244177e76790f34d518c0de1bf2088d5dd0967,2017-06-29
90d5de09fc7557c69ec578d5d60a7ca157c0f1fc,2017-06-29
dd4b54f8e9f913b4a628e5a4c352de805d14df1f,2017-06-30
7d34ab72664368aaa2be5639e1b72c6ee6904fa8,2017-06-30
f4f547c594105e9caea47338dfedbdc7e389b543,2017-07-07
51433a0b7d5eda1aa0e55ff55e2d8eb9866bbb00,2017-07-10
dd55f0c148fc27b3eb550e61ec3eab3016850a9a,2017-07-10
1e8e5def81bad46f283e2f0db796cce7d041596e,2017-07-11
24f3903e2d5141d89194db303654d9ba0fb8d3cc,2017-07-11
89f62a8237878a401fb3c2b6252014a128d00568,2017-07-12
904c02c7ff0a47acd43dfd70b4a0ad11c77d220b,2017-07-14
da8e1adf9001bd802aa8d3b477b94202b2862c5b,2017-07-24
258efdbf79e0c8d179bba1b115ab4f0c93a5d5cd,2017-07-26
0f205201d2923f1462ba2a6ed84a8211a1d75e80,2017-07-27
bf35c53d1aacaef18014f62be8e0efb704134e23,2017-08-02
ae68290a8c2daa6928788e3693eebd074f1987c5,2017-08-04
10319ab4658d334b2ff6ccd38ed6e87a9b0eae19,2017-08-07
b911de41b9e91d8465f9e41fe32fce083d1879bc,2017-08-08
d086d9b8e498643d42193e63c4d6cd28e3d8a672,2017-08-08
693e5cd6bf3b456999c332434157462e99c43ea7,2017-08-09
b7b2c6e5a30957f4af4fc2047b17c14a59b0f854,2017-08-09
c7bda900d98731da91782ed2d0945932448754d0,2017-08-09
43c88c662be44fe09f7fd228b85a2c1750c76820,2017-08-09
68aff685b9ff6c775acf55961efdea4fe8290292,2017-08-10
06093801bd15f54ad41a978a77e0030e4fdcb554,2017-08-15
6127fcbfb07710781d5aa051918560e41c26d3f2,2017-08-16
0a41b5a08e3b2e56a881fc44e4052bd202e51e31,2017-08-16
b162dff25e9eaa01a094ea28f06eedb44b19e431,2017-08-16
68a2a679469bebf6584ef7583039a4290e0b3f58,2017-08-17
e987aa4fede55a29dc2dc26b97938e062e80ab5e,2017-08-18
87b6345bde1e1477a250708edc6eb54b9337e844,2017-08-21
ce818ee0dac2bad1eb9308d64f907176bbf9fb2a,2017-08-23
445ead8d012557bd2076dbc5c68a37b37bb218bc,2017-08-24
0211268eee23b5bcba4ffd23a57b78a69ef28453,2017-08-25
d3c2b214a6a96c3b7887b33964acb9ffdba5ee0b,2017-08-30
a9ad09e0f705e4fa651bd303bae5866e8d13e594,2017-08-30
af0e80802143bf339fe9e36a4a2e12d216e028f3,2017-08-31
da983e7aaf4ba010fd51b5f0b55ae39c576ead89,2017-08-31
e982d845b5a2f5d2f6574186b346c991dd15c9ac,2017-08-31
fcec3cb2d63cca59a183b440ee85db93af7b0c76,2017-08-31
4fe7b01c8e539378d0f97e5a3eeb3e206d9a410e,2017-09-01
63bf794013fd3a62f63c2c9029abe173299f11e2,2017-09-05
324ccc0bfbd555af8a3dc432b758b722d9ec628e,2017-09-05
75a0fc265405b26945fd96fec9a8bb639bb4ed68,2017-09-05
b8f81e5c817f164771828e89aae8a5a08290cbc5,2017-09-05
b24947c0287e30610e9e11213371bc6e18d182c1,2017-09-05
21d174614570c7d0af88c5b0b849b6f4cae47457,2017-09-06
9aca430048ace4b04c8b3e01fac8a478f502fcd9,2017-09-06
7be37809d9eefb701ac0df60c0b59791c2864589,2017-09-06
421b4331c0c20caab000d4ab30e39e30ffebe6b5,2017-09-12
5826604e6e6d155f50fcbd58c0cd7b44d06274da,2017-09-12
a07700b54e84d151d6aea0a81ef62ac197aa7630,2017-09-12
23203cc214efcef8c4359decf5f4dddadfba4c0a,2017-09-14
6b8b503648824dece91af939aab0f2cf4f562774,2017-09-15
9d92afb9f17db3106e64c8358cb35f160f3be139,2017-09-21
e9b94c29fadc96185d2fa8d314618220bbde2cfd,2017-09-25
2a5704f32400540d7a5ac8528d84b69a25b9a6f4,2017-09-26
bff5787e83c576c7a0f8e6a8294db74eaf139ea2,2017-09-27
fbb182b7bff3ebbd8152bcb91bc6f9de897c1f70,2017-09-28
3b6dc788acb2a963515e19ad31b72096dd670502,2017-10-02
f22400dce6a165351fc1994f64596098b6e393e1,2017-10-03
c0c8b9694a10f54231fe71252fadf29aeb3580b2,2017-10-05
29984804b1083bc52bf0f1aa5b4d19c59a95b21b,2017-10-06
90eb4683873ce3b62341b5934ef80dbef0182ed2,2017-10-09
0dd6b96f97d4b853a3f6f2484a5d36ffe3afd196,2017-10-10
621c2b854b74e5b71b55ba14a26471bf7d9531f4,2017-10-12
0cf94c4e7a60cedf75553f9af0dbf3c3223503bc,2017-10-12
38a2998255f9977d48b025443014bb4a2a740350,2017-10-19
dcfb3134c4c1000835fc7867e87b8d526aa45275,2017-10-20
bcf543c6c703e0f0e37e7da4ecce40d408db46a2,2017-10-24
f8542d0aadc296e2eaccca18d44a668837d40725,2017-10-24
0380125b3ba77a03f3bd03b55b8fff3292f4721b,2017-10-25
e1d0a3415e0da8e27160d7413b514906e375e263,2017-10-31
0550585d4d0640173c485bd461cd8079272d50c7,2017-10-31
3997d7957d7829aee2da1147186539b59f8c0c3b,2017-11-02
a9767a0d91d7b1db5ef01078d8a8785fcfb48001,2017-11-14
0469c7d198a7b792fe94f0f2396f7c6a3a912bed,2017-11-14
628daea184f9e136fbecd0e9c2b938a3a1469e2f,2017-11-14
abf8c6d7d82fe01d8a7f64eb71f007126046b804,2017-11-15
a5135d675c4c42500c5be896e1acbf9fdd26e8a5,2017-11-17
47b2aa88a3de73d29fa0f906aea62b96ad9c721b,2017-11-20
17486aca890ce6a9fff168dd5fca21fdd3dab99b,2017-11-21
4b2055cd57018901b67c4d721a997540c27dd83a,2017-11-29
dcf261b71264a2f21597de63b0fbb1b732de0681,2017-12-21
2a23d01626e5090adda64f0f9ae2a404f200e6ef,2017-12-27
3eb0d0dd134703120f5940cc83537e1d7637ece7,2017-12-29
178fcd625acfb954495bbf5ed4d2637107a59ad3,2018-02-01
7951b6c7f50a4036e7074a62c488a5a1ac9070fc,2018-02-02
317b6d74c8674a5fa14a45ccfb7bdd0111733e3e,2018-02-09
84d09b9ad368c1988c162a2cd29cc82a77605158,2018-02-13
f48f9dfd200ebad6d1376e48cb88d7b209ab4e3d,2018-02-26
56e200ae9f2d1448e1dd5a1320d4858303477337,2018-02-27
7b4e407cdd5a57f493e148d8de7546a302d8aa2b,2018-03-21
f37c20a06dee4ae95f7b7819b3ba33600247a82d,2018-04-03
66c77f1e63eaad7994d0574a70d67d61193080f8,2018-04-04
2e4ef06c62b2aab5bd0798b906b6857acc7364d7,2018-04-04
c6edac356d8f37c111126b4ba0ad66179890d8fb,2018-04-09
afc3e3e79acc4698361e69fe8c17fe6814110c1a,2018-04-10
33f7be626233e3a96bf7ad94dfeb7c7e4db91fa6,2018-04-12
4547b089191efb5d8956d8ae0f8dd2ffccc942ee,2018-04-13
234cad7c142bd79e8c3d1f1df7afc47f2d3a3589,2018-04-16
9cfda797f7cb6043dbab5d90104b5439f28b9da1,2018-04-16
fc4aa3d2f97eb127ab9c165ac854027d1c1ee8eb,2018-04-16
3c33697733dd08e157fe2fb58e7dfb2bd8d0ab12,2018-04-18
af01b8c4e9f1f89cbb2fb94e9ef18bf5d1db23cd,2018-04-24
5b5b007d3bb647b78ebee5b55b55ec2c3ee968a5,2018-04-24
bea97cb572d719af10e87b3cdcbfecfffa5b1872,2018-04-27
55a923f320e80e0f82bd6be2d9c6ea6b6d46b019,2018-04-30
0e0acf5b15c1b6e16f832496613b5cc42e8d4a0f,2018-04-30
dd9699d13d0d77ccef3db45061f82e8501800950,2018-04-30
a23f16f0fda5d99efc60035ba7e75acbf0c27be9,2018-05-03
1f2c98d8de373a74f8456d54fa1c97aeca6f7476,2018-05-03
1755f8c32ddaedbdee8faeded43f8f59d6f36994,2018-05-03
2ed6dcacbe61ce3fa011d1f4a6954287b8fb6be5,2018-05-04
6ea628d9e4733e348b4da3b1b0b43d7305df9966,2018-05-08
8aec8a4e91e122c8340d98766042c0c90a0f853b,2018-05-10
e7352848e1a859ac05cf7f302d4f3cc462efe9c3,2018-05-10
1d925026d436034041d0c1079a1b96967385a13a,2018-05-14
69f70d86066cdb0edbe10f1b712d04db03ba0e5b,2018-05-14
2bb6015b02d8d2ea7de1375a265df9ee1a2a655a,2018-05-16
429fbbd6d40eee0c161be0f2d1a3f5ed3f5ca3b7,2018-05-17
b5f58e0b9a0f404821f4420222d35f87271656cd,2018-05-17
033250ff3186c107b291e038da12d7750e4faf9e,2018-05-18
b96f10fc05f217fff47f4d989385377449be7cb4,2018-05-21
fcb1135a2220a9a205e9149382ebdba95e7a2ae5,2018-05-22
f26c67efe43b408c3f68a321b4a19361269a2a87,2018-05-25
e7b5dfb83bcdbfc97e9857fff51990157850a4fd,2018-05-29
442c4f2c1c34587d271a118a26abf5e0a3219798,2018-05-30
38d7e0a3bf96c2d958cd2dfe8a7006e1e7b03fc4,2018-05-30
88678fc6d4c3ab1211d1ac5043b5ff1a41b52a5f,2018-05-31
f19254824f003c6f57992a671896a209e3bb765d,2018-05-31
07ada5257cf344e4fbfb4bc185a4e436c5d4928b,2018-06-01
81cbe7bbbff00dec585dbe0894734e820016bb24,2018-06-04
76dfb294edd5014e8e9f6ead694089453e2881a3,2018-06-04
b406d0920105835ad9c9f23dbd47bac7e57f832d,2018-06-05
b1cf15a9a12394daa6862486ffdfc3e5bd5cde61,2018-06-05
6f978cae3479cd58e9493e6b24648c9c6301adf1,2018-06-05
18b4fcb0d0fed902b73accfe054b78a5e1deef78,2018-06-06
2a71ece701bbad693455809e0df5468aba142ee3,2018-06-07
9f94fc8021bd6572635a55d923f3533201629bb9,2018-06-07
aac5ff5204474ef0b4412134dad979870e483c11,2018-06-08
78d9cd16017b61d41c11776d7f022f4827344c72,2018-06-11
9b97795456098f34ac51c0b478d3140e23b36cfb,2018-06-12
be819b38628826f1ee909917359d8e6f94930f86,2018-06-13
142181d9e9ffa7e45fcd5226698f75e4a074c1cb,2018-06-14
1c0c0cc160416721a5ac3dc2900f11789af2c726,2018-06-14
de363396cdd2112343f3f6851c450252f4ba20dc,2018-06-14
4cd3a9869d0b44288ff636fd7f79abd1d48f4e8a,2018-06-14
4830544af3f8c18bacb78d8ec1ba417a2386472a,2018-06-14
e2a38309158d2e0fd4089ad9bc86658d9983d666,2018-06-14
3f16ead9aeb1effa9d6f0f6200684ee01b1ba402,2018-06-15
5c1cb70ad83bca793b93c7c46c75f42f68744a77,2018-06-15
c39927269e02fb6feb0bd3869edd59beb0229138,2018-06-15
acbdee0a4bba8f8de5363c1a7bb6ec1dbb32529c,2018-06-19
83589caff5416f0eaa09bed4128a7ca8981fdbaf,2018-06-20
a3ae3242fb499419a2140cf948abab1c4e80c28a,2018-06-21
824e0f9c4a160a2828a7ae999bbb452efbcc3cb6,2018-06-21
f87ea3b1165d8e99e7df0d14998f829f4693bf30,2018-06-22
7b26bac5565ad73e721ea866845748cf6959e82c,2018-06-22
695ca6f679df2504289eb407d64a8fe4b1b757e8,2018-06-22
d7573c466bb8802a913f380691572df0f845edfb,2018-06-22
652cbcb2fd505db5126b8bdc9d58092bb28db6ee,2018-06-22
2bb5ef7dd0e1fd7092bae7af48817bc734f56da0,2018-06-22
0efc70831aa392995d80b90806474a6908fbea7d,2018-06-25
f028c5d70a79e86b6dfda1e127408dc91a9670fa,2018-06-27
43763289538acf7dea3e2dc1bf5f8280933111b4,2018-06-27
d4ddaa61246378cec48a0d15db928c3bb345d9c6,2018-06-28
3b53144afd60cda8e7d219d43799f984a2546a07,2018-06-28
fa0ddc34303bd423b28ba67c355b9e50e0099f8f,2018-06-28
03cb26ad4c59f7d73612f81b4dd9bef34269756e,2018-06-28
a9aff2c10873c1d610dbcfa6cf037f1b6ee04653,2018-06-28
81e3aceea8a2fe4a39cc9723115b04ec0e8d2678,2018-06-29
abb2353252f6341e894dbb602a52c5d72a85a888,2018-06-29
b74639f29b06f466bc9f778718006b588acf3da9,2018-08-22
9a0b3b83c8e9b9b830ef959901a9ebba03051dd5,2018-08-24
06113e9e37d2523546f37c145d9bb5adfedd5b90,2018-08-28
dd45476eebfa1b3629582861d7f19de79e4a04a4,2018-08-29
784f8561c3a45a586bf89e113855d69b4abb6438,2018-08-30
da1824a8e67a274684dea3c2419b4d8e21b5f92e,2018-08-31
4d506bf96c0643aff20e5888cf019d69a9e75e37,2018-08-31
d6e0bfb522205e0586936f78b7a5a81d1d1ebdb2,2018-08-31
2dc06daf1e96944d9a97810dc6e3b6a2fbf407ab,2018-09-04
afd4f88545c70fe7d95f589c5a08ff0b7ecbe412,2018-09-07
496812242641ebf793628b11894779b0f03f3065,2018-09-07
295b1baa05cc465f0d5d275b1bbcd9da55b3527f,2018-09-10
8a772782650fb777f1eb9a5ecd4611174e78ca90,2018-09-10
b0e97ef5c83590c2efd001bb13c7984aa50b2b1a,2018-09-10
31bf101c5071a7b262d987da795714aa6ca6f42c,2018-09-11
ceaf8e79b31e3b8d4b6c630328478a61a4b6edd1,2018-09-11
9e6f055b3f95548794d5c84a19377202f88616b8,2018-09-11
204e00b3598f6cec1cbe5ee7eeb41394b01653d0,2018-09-12
d232797a532a1bc28210b704b60dceb83cd3d59f,2018-09-12
b96dfd02e4cf8d8cc281ea8ea5c64d2c7b0f4cc8,2018-09-12
eb544826a6fb329a94c353bda56b2f8a209d1f07,2018-09-12
5dc3717784dcc0a33ff2c91d296787724c7c018d,2018-09-12
a7e7aca3f22a29ee3935d56ab650e9dc178b0bbf,2018-09-12
c6452c83811bd8b08fe8f913e4a1deaa4cfb9767,2018-09-12
7dd7f5585d8a6a093103c2ed64cd188fcf0c4c9f,2018-09-12
06a47634edec2edae2d053e60f0ff90151f6eb1a,2018-09-12
83c5c70b3c931ba5942da9e827afacf3cf1deb7f,2018-09-12
cc2c03954cde4bfadc6af9746e5e1b92e99e5534,2018-09-13
e79b36590768c36b040a20d8625336bafc4b47a9,2018-09-13
f1ea812e8330ddea0c492dd0b38ecd5fbd7c9700,2018-09-13
4d3730c084ace863329a31a4fa46abb525aa5d98,2018-09-14
52eac91dd14ed1a7ddaeb4944178109b4eb22072,2018-09-19
14540ed9e0026802eb4e0019866acfbad6eb2045,2018-09-24
d8c0f94de6e070d09055925e6c59a95e61e372b9,2018-09-25
c622840b94c333bfd77a8040848042e47e280d6c,2018-11-01
d781b5ae1cf4d005837170029580a465fa1c7283,2018-11-06
c2083551e130b9e2fe1e8fcfb823f6a83bee173b,2018-11-09
238e89f8e959f78d144f66968f020329bb626b65,2018-11-12
de4d50ae8ac87fa53fe57df13c21d6e4bf7e9656,2018-11-12
684697f114c7a7c80680983b31a2d25c44a2ae12,2018-11-13
6fae1a77b395cdd77c1b35dbb1f22a25154ea299,2018-11-14
816ce93a11635189ad532b58fc611759b30be876,2018-11-14
4b3ce182dcf3c9624573bd592f6c9b2a2d04e5bf,2018-11-15
ccfec167ab50f2e0a219f33a2d3bf2f36b3449f3,2018-11-15
adc2409a88a432374a189dd37480291b3381bbeb,2018-11-15
eedaa54f0d4e41a063d0b6eef35ce4e1ef39ce1a,2018-11-16
657f37132bd6362e6c394e1cd173238af8b57fb2,2018-11-16
78ea370edb6b2f09e01231f9f381e7027c7fe510,2018-11-16
96485e3e32be00725163e67255f4f6a58d52b443,2018-11-16
61bbd6fa2c538defd3b129083762079bb38a38a4,2018-11-19
c0bdc9a451cd9a60655d6151d49ef8856b5d599d,2018-11-19
b92898bc56bbc9147a1d254a339004d379471198,2018-11-19
c68a608f6a3789dc7c11d5482b027aab2b0e163c,2018-11-20
4ecf5963ff985bf4fc1e98fb796705b4d2aa962c,2018-11-20
c39fbb937619857fa5fa92b65ce53572c0ff81d6,2018-11-20
aac274951840c9232dce5cc5227787c7ca2728fd,2018-11-21
d73d24130bf4a3b99ea57ff3840364ef92e80aba,2018-11-21
adb0586962dc3ac7a8108fe503e881b9408368e3,2018-11-21
a1e633335acd83aef1be60f6ad583b9dcaed8ccc,2018-11-21
213b04394d2eac06805bfcfa16632c249c6e4e72,2018-11-21
b8c325e80e49786ef0f949a322abf0653e9e1231,2018-11-21
48474940872555028260195a79598ed4967f940e,2018-11-23
4549ac4b9e47cb150df3f189fe83b0b262b93dd8,2018-11-26
6440960acf83881944e1c7198fa17e3e0a644c19,2018-11-27
a42aa6cdf80682efea120efe572a73f453a8ecf0,2018-11-27
468bf2167c544081e0f65acc4efb5a97a295750a,2018-11-27
33d0ae61ce2bcdc11516529433102c7c0d8ae6e9,2018-11-28
63f69914945063af96cf0d01608f94998421ade7,2018-11-28
b6dc54d39b67c1e5a08f1d55904e929431219f9a,2018-11-29
b08f78fe08ad0d6aca25f2d964b47d0af556c3e5,2018-11-29
788293c493e5c5f413cdd0073be9c9f69522e9d6,2018-11-29
113820c9ecb4ad32c83996ab8b32f154ee187332,2018-11-29
4bc469a253f5f5ed2d48317f017d8dffb4a44b71,2018-11-29
328bfab87ad8283ce12d84b96501c68a7ff6edbb,2018-11-30
37703ad04b123f033fd514e13292102f5bd3ae48,2018-12-03
44869da5a0f16ae370493134f4b0ff7310a110ee,2018-12-06
9400f24378f49702ef691b6f860c7f354ba88603,2018-12-10
aaae4ba1684519b544e3059a9ef41fb33962ecd9,2018-12-18
05d41635097e6bef3d7dbc6736eb3fcbfb327a9a,2018-12-19
aa6391ea4239ca28fa7ff73dd4c2598ba2cb1406,2018-12-19
4d94df9b17dc55c8148473513df45fd9c2606ad8,2018-12-19
2cf479fd51cc7ee3b2514bfcf58568835837a887,2018-12-19
480bd0da48667939616b2f421fe41e8858734531,2018-12-19
36d66bb1c8df8d979e48d97f889a89bd8c903c40,2018-12-19
41ee393f41c1627d804c4b45d6dea42d57f75768,2018-12-19
4eae14ce1cea5d2e3e4a3835c05fb24597909ae5,2018-12-19
562a0af54466117028ec53bd82f000c48075c9fe,2018-12-19
eb49d6ecc804e701306d703ad8df31ea8ffc51b3,2018-12-19
82eeac26bb4fc285b02bf064aba13904974d8627,2018-12-20
215898de67e0bbfec82c808a6167370a60458369,2018-12-20
97e8e4a9518cee1162697152cd28516833dfae70,2018-12-20
89968cdfc59b5aab7ed873dd96d68c0dd3dc7dad,2018-12-20
00ff43e9fcbc98080cd6f41edcb5635ce581aa8d,2018-12-20
8132b8a4d7093ec2ed48474bec97a08a7a693f14,2018-12-20
30e15f65c014cb4fc1391e5a464d981855bc5008,2018-12-20
a4cfc8a2356bb0bb90c1921908cb4fe5c9521b5e,2018-12-20
4010600a64f2a652147557b5c0597c8002135046,2018-12-20
93e704b83550e7640e966560e949df89408a5adb,2018-12-20
2d1a2f544e0b90e1ef8c98190563bfcef44da117,2018-12-20
f53cf64cb8e40f77a8237f00b3f235d95f1a64b5,2018-12-21
8e58b891b188c0a4deb62499f1184f2a64238584,2018-12-21
f6305714087ab143ea43604028175480e2aa5cdb,2018-12-21
b1545176eebef1fbef7dcf6ff732ca7a700b9820,2018-12-21
d4fc2c3c28e10496d3625814e95dfe94b86c3c11,2018-12-21
e9f7efc7735acde76273654692cbbe3f715ea42c,2018-12-21
e300f824b33812f2970611934c61eea76b2ad28d,2018-12-21
b1a855bfc420c7ee3af0cefdd263901e00a0a8bb,2018-12-21
16e237f018fe4653d4995b924fbd47f30c28d2fa,2018-12-21
eb61b7842be014f7b499d5815aa0cf0da1efc1d4,2018-12-21
c4793d3bb34640fffe95212d58b01f9a63b05784,2018-12-21
8c7a19b5f1167ad0b68b6c08d5dffc458f67f208,2018-12-21
7d692947851131b9248dc84d1fcc55604763cb23,2018-12-21
99a3ad78724d16a89b3e0e2cfe90163b4c07a272,2018-12-21
8df4b323a02be47666616871a309cc69033ab2ee,2018-12-24
c8d87b9da3b12a91b3456884823d86697971e587,2018-12-24
06a3b5a71498151f44c85313790b1b8e1eba6bf3,2018-12-24
c00c3069321d59926b8c13dcd7aa7f69fb79ea91,2018-12-24
e6ed2da6fb2f24ccf05e41d92c8bf95c88b9d95e,2018-12-26
f04f144b6e834ae6c55a31fadefa026ed3d845f4,2018-12-26
c12795ccbc242091fb812fdfd1e36475e7ff5e8f,2018-12-26
2dda8685f72537c9f846ba22f9da40ecf90ac620,2018-12-26
e74a7fe37a553ce3912a4baf11e71f9f80646239,2018-12-26
9b16ef3d895520207896577f4ffc5f16de12c754,2018-12-26
c64413c3603a1a2cf2cd4bc02c1b955aa3165408,2018-12-27
74be59174cddf7b79962d6627defad69f8223f62,2018-12-27
8412a996755dd46dda814b7155dd89974e2c0e10,2018-12-27
f88fe0ce582fbeeb9673f72fed69a24cf8e030ac,2018-12-27
94746703a00862b33fa3f4a543c47dc0a7b6bb0b,2018-12-27
f56b977bd6cd1c8c4c69e354ff199790637147ac,2018-12-27
c0d4f779597072eba9fe9a1a11622baf289ac31e,2018-12-27
543fc449bb2a36934523170324be0b3381e9cb01,2018-12-27
bf6c56fa1442c5a222d27e3d7e11499e8de1e483,2018-12-27
20c0000e9e45804137a52f694b9e24f852808436,2018-12-27
cc8c63f62de092ff0849069a498689f1567826bb,2018-12-27
0d9969de95c6f72afaeaf615da5a73701375f12e,2018-12-28
e8b04fa6048a4672aafcb6c5d3052dd6d1219214,2018-12-28
574fc469c0f7ea87302ee0a5dece670cdbbe15fb,2018-12-28
1c2ae02dc572e820dfc10ddc6c7ac439105f3941,2018-12-28
4638b23620949cbac52a8a210db1d9242552ddbc,2018-12-28
db2ee06bd7f2df3c6135db28222653ac23afb45b,2018-12-28
d074560943d5456dab769bdfed6c220e418d340e,2018-12-28
